1887,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,cSCI
Ajm1,1.94E-05,-0.508549199,0.069,0.097,0.514917568,,-0.837166135
Lsm6,1.94E-05,-0.38449777,0.077,0.106,0.516263755,,0
Clmn,2.01E-05,0.567320427,0.053,0.033,0.535302552,,0
2410131K14Rik,2.03E-05,-0.37465456,0.136,0.174,0.538861249,,0
Nkiras2,2.03E-05,-0.483862866,0.053,0.078,0.540696778,,0
D930015M05Rik,2.06E-05,0.597440383,0.129,0.1,0.547224773,,0
Gmnn,2.08E-05,-0.339112736,0.064,0.091,0.552615011,,0
A630023P12Rik,2.11E-05,-0.391334698,0.04,0.062,0.559997142,,-0.703130199
Shisa5,2.12E-05,-0.435455101,0.054,0.079,0.56320152,,0
Lrrc9,2.12E-05,-0.389383266,0.052,0.077,0.563472305,,0
Gpsm1,2.13E-05,0.411419121,0.211,0.176,0.565768286,,0.80072799
Gm9916,2.16E-05,-0.379032635,0.059,0.086,0.575541051,,0
D030056L22Rik,2.19E-05,-0.663045956,0.044,0.066,0.581511205,,0
Hacl1,2.19E-05,-0.478546024,0.036,0.057,0.582788909,,0
Spag16,2.24E-05,-0.837231947,0.039,0.06,0.595741249,,0
Eef1e1,2.25E-05,-0.520821699,0.067,0.094,0.596916883,,-0.342001829
4930527F14Rik,2.29E-05,-0.443333581,0.043,0.065,0.609253814,,0
Zbtb4,2.30E-05,0.336185298,0.331,0.296,0.612354725,,0
Gm10563,2.32E-05,0.493137342,0.275,0.243,0.616071775,,0
Igfbp6,2.33E-05,-0.359891654,0.06,0.086,0.620129065,,0
Pde6a,2.39E-05,0.419014173,0.337,0.307,0.635080366,,0
Zfp652os,2.40E-05,-0.323410559,0.074,0.103,0.637071168,,0
Avpi1,2.42E-05,-0.411044027,0.052,0.077,0.643713501,,0
Dedd2,2.43E-05,-0.430925719,0.116,0.151,0.645705806,,0
Rps6ka1,2.43E-05,-0.391930484,0.075,0.104,0.647219641,,0
Sowaha,2.52E-05,-0.349305356,0.06,0.086,0.668893842,,0
Ppp1r14c,2.53E-05,0.385069072,0.227,0.193,0.672196707,,0
Ndufaf8,2.57E-05,-0.397504138,0.039,0.06,0.682093981,,0
Gm16185,2.60E-05,0.845224848,0.054,0.034,0.691861428,,0
Fam131b,2.61E-05,-0.362275481,0.07,0.098,0.693471458,,0
Gm29088,2.62E-05,0.423139047,0.222,0.188,0.696997276,,0
1700028K03Rik,2.64E-05,0.599323464,0.127,0.098,0.700610632,,0.475236232
Use1,2.65E-05,-0.35059642,0.084,0.114,0.704521073,,0
Gm49668,2.68E-05,0.758985975,0.056,0.036,0.713189551,,0
Ddr1,2.71E-05,0.567634001,0.146,0.116,0.721522678,,0.68567946
Acox2,2.74E-05,0.804897162,0.074,0.051,0.728228124,,-0.572795074
Pkd2l2,2.74E-05,0.470057004,0.2,0.169,0.729091955,,0
Gm29093,2.76E-05,-0.335285527,0.081,0.111,0.733334913,,0
Spata46,2.76E-05,1.027263377,0.05,0.031,0.734518734,,0
Alg3,2.78E-05,-0.371030689,0.045,0.068,0.738652264,,0
Gm34655,2.78E-05,0.64874461,0.102,0.075,0.73988132,,0
9330020H09Rik,2.83E-05,-0.356364656,0.054,0.079,0.752440535,,0
A230107N01Rik,2.84E-05,-0.39331365,0.04,0.062,0.7546553,,0.456034414
Pih1d1,2.90E-05,-0.321042031,0.055,0.08,0.772053113,,0
Nol12,2.99E-05,-0.348441908,0.08,0.109,0.795306557,,0
Cc2d2b,3.01E-05,-0.426679977,0.034,0.054,0.800321028,,0
Mettl22,3.10E-05,-0.474025624,0.074,0.102,0.823956483,,0
Kat2b,3.11E-05,0.414809257,0.208,0.175,0.826603294,,0
Gm5914,3.17E-05,-0.32010345,0.055,0.08,0.842570629,,0
Zfp13,3.17E-05,-0.728734602,0.067,0.093,0.84261887,,0
Parp9,3.24E-05,-0.489334736,0.086,0.116,0.862375841,,0
Nlrc4,3.27E-05,-0.635483767,0.051,0.075,0.869866995,,0
1700047A11Rik,3.28E-05,0.960600347,0.055,0.036,0.870915113,,0
Gm48855,3.31E-05,0.462770106,0.229,0.197,0.879269668,,0
Chdh,3.32E-05,0.582257691,0.146,0.117,0.881483693,,-0.567361706
Zfp850,3.32E-05,-0.417405339,0.078,0.106,0.881578758,,0
Gm15511,3.34E-05,0.903995827,0.065,0.044,0.889234139,,0
Nudt2,3.37E-05,-0.400132601,0.076,0.104,0.895067774,,0
4930445B16Rik,3.43E-05,0.674836674,0.123,0.095,0.91159234,,0
Polq,3.46E-05,0.512851889,0.186,0.154,0.919913131,,0
1110059G10Rik,3.48E-05,-0.457206524,0.049,0.072,0.924539657,,-0.347736716
Akap14,3.49E-05,0.798330751,0.075,0.052,0.928719628,,0
Gm43847,3.57E-05,0.543777546,0.166,0.136,0.949982506,,0
Gm48749,3.61E-05,0.574166066,0.128,0.1,0.959199665,,0
Gm48715,3.64E-05,0.648609224,0.082,0.058,0.967615115,,0
Zim3,3.68E-05,-0.344576,0.116,0.149,0.977695868,,0
Gm47863,3.71E-05,-0.422191552,0.045,0.067,0.987436279,,0
Zfp110,3.81E-05,0.646690085,0.094,0.069,1,,0
Tusc2,3.84E-05,-0.345837997,0.053,0.077,1,,0
Grb10,3.92E-05,0.421925017,0.183,0.151,1,,0
Ryr1,3.97E-05,-0.404650357,0.052,0.076,1,,0
Gpatch3,3.98E-05,-0.713483832,0.07,0.096,1,,0
Gm29587,4.05E-05,0.418518903,0.238,0.206,1,,0
Gm16725,4.14E-05,0.854630788,0.079,0.056,1,,0
Rcan2,4.24E-05,0.403545371,0.303,0.274,1,,0
Gm13629,4.24E-05,0.367846949,0.398,0.375,1,,0
Tmem204,4.27E-05,0.807523692,0.074,0.052,1,,0
Gm49189,4.28E-05,0.527250715,0.147,0.118,1,,0
Syf2,4.29E-05,-0.412590567,0.08,0.108,1,,0
Cdpf1,4.32E-05,-0.612954125,0.031,0.05,1,,0
Lrrc63,4.37E-05,0.614683533,0.059,0.039,1,,0
Gm17171,4.39E-05,0.587487293,0.149,0.119,1,,0
Angptl3,4.42E-05,0.639064883,0.123,0.095,1,,0
Dolpp1,4.43E-05,-0.509561185,0.049,0.072,1,,0
Hyou1,4.45E-05,-0.355533312,0.163,0.201,1,,0
Tc2n,4.50E-05,-1.356575677,0.031,0.05,1,,0
Adh5,4.53E-05,-0.704904403,0.122,0.156,1,,0.523578282
Ntn4,4.54E-05,-0.461161346,0.063,0.088,1,,0
Kcnu1,4.63E-05,-0.402566222,0.063,0.089,1,,0
Rab15,4.69E-05,0.347365022,0.277,0.244,1,,0
Dsg2,4.70E-05,-0.522243798,0.05,0.073,1,,0.593079739
4933428G20Rik,4.74E-05,0.740139179,0.055,0.035,1,,-0.396087053
Myo3b,4.76E-05,0.466694298,0.125,0.097,1,,1.75580505
Gm7694,4.82E-05,-0.583484259,0.047,0.069,1,,0
Hccs,4.82E-05,-0.365278859,0.097,0.128,1,,0
Col16a1,4.85E-05,-0.563825714,0.074,0.101,1,,0
Pifo,4.85E-05,0.682198864,0.127,0.1,1,,0
Tm7sf2,4.91E-05,-0.420063179,0.077,0.104,1,,0
Gtf3a,5.15E-05,-0.493606515,0.053,0.077,1,,0
Frem1,5.16E-05,-0.455875773,0.035,0.054,1,,0
Angel1,5.29E-05,-0.376687897,0.091,0.12,1,,0
Ltk,5.34E-05,0.679256526,0.117,0.09,1,,0
Colgalt1,5.34E-05,0.426029302,0.293,0.262,1,,0.52958092
Gnb1l,5.38E-05,-0.574753014,0.13,0.163,1,,0
Dgcr6,5.39E-05,-0.365016254,0.076,0.104,1,,-0.401131128
Olfr689,5.39E-05,0.741190147,0.076,0.054,1,,0
Ufsp1,5.56E-05,-0.42778484,0.035,0.055,1,,0
Nrbp2,5.57E-05,0.356856266,0.222,0.187,1,,0
Sf3b4,5.57E-05,-0.424710749,0.063,0.088,1,,0
Gm42884,5.78E-05,-0.484776202,0.034,0.053,1,,0
Ppox,5.84E-05,-0.490501035,0.06,0.084,1,,0
Gm15461,5.84E-05,0.800347105,0.096,0.072,1,,0
Gadd45gip1,5.85E-05,-0.446566941,0.074,0.1,1,,0
Amigo1,5.87E-05,-0.451894996,0.068,0.094,1,,0
Egfl8,5.96E-05,-0.559545344,0.032,0.051,1,,0.380133639
Msrb3,5.97E-05,0.352517971,0.319,0.29,1,,0
Chn2,6.15E-05,-1.008741558,0.032,0.051,1,,-0.902106765
Nwd1,6.15E-05,0.563113087,0.137,0.109,1,,0
Gm19605,6.15E-05,0.55455975,0.15,0.122,1,,0
Gm41555,6.15E-05,-0.672411685,0.035,0.055,1,,0
Sema6a,6.17E-05,0.651382434,0.135,0.108,1,,0
Gm17509,6.19E-05,-0.547203249,0.034,0.053,1,,0
Slc12a1,6.23E-05,0.827040415,0.079,0.057,1,,0
Optn,6.27E-05,-1.221019479,0.04,0.06,1,,0
Surf1,6.28E-05,-0.336940504,0.064,0.09,1,,0
Pcdh15,6.37E-05,-0.339208594,0.167,0.206,1,,0
Tmprss4,6.42E-05,-0.385600943,0.063,0.089,1,,0
Cdkn2d,6.44E-05,-0.339381757,0.069,0.095,1,,0.56042584
Kctd10,6.48E-05,-0.548708283,0.046,0.067,1,,0
Rhebl1,6.58E-05,-0.531906066,0.057,0.081,1,,0
Krt10,6.77E-05,-0.541353963,0.046,0.067,1,,0
Myo1h,6.80E-05,-0.937113078,0.032,0.05,1,,0
Evc2,6.83E-05,0.499702842,0.089,0.065,1,,0
Gm29361,6.83E-05,0.743582548,0.084,0.061,1,,0
Alas2,6.97E-05,0.651712011,0.137,0.11,1,,-0.355191336
Pwwp3b,7.04E-05,-0.354936159,0.04,0.06,1,,0
Gm26801,7.12E-05,-0.493854694,0.06,0.084,1,,0
Anks4b,7.14E-05,0.6662044,0.061,0.041,1,,0
Polr1e,7.19E-05,-0.382970903,0.031,0.05,1,,0
Dach1,7.30E-05,-0.580890395,0.04,0.06,1,,-0.506088452
A530013C23Rik,7.41E-05,-0.370747036,0.071,0.097,1,,0.391786533
Prelid3b,7.55E-05,-0.528078077,0.042,0.063,1,,0
P2rx5,7.64E-05,-0.491488364,0.044,0.065,1,,0
Tifa,7.89E-05,0.457200027,0.284,0.256,1,,0
Gab3,7.98E-05,0.374884691,0.277,0.246,1,,0
E230016M11Rik,8.03E-05,0.321382444,0.328,0.299,1,,0.354975087
Lamb1,8.10E-05,0.820596534,0.067,0.047,1,,0
R74862,8.24E-05,0.64558802,0.058,0.039,1,,0
Tmem200c,8.27E-05,-0.420209549,0.061,0.085,1,,0
Gm14703,8.31E-05,0.443851633,0.323,0.296,1,,0
5830408C22Rik,8.42E-05,-0.462280777,0.051,0.073,1,,0
Zfp518a,8.64E-05,-0.336319625,0.102,0.132,1,,0
Arrdc2,8.64E-05,-0.381176095,0.044,0.065,1,,-0.807251089
Snhg5,8.66E-05,-0.440487555,0.055,0.078,1,,0
Gsg1,8.81E-05,0.546666701,0.197,0.168,1,,0
Tctn2,8.85E-05,0.348902342,0.266,0.234,1,,0
Ska3,8.89E-05,-1.116090434,0.032,0.05,1,,0
Rgs19,9.08E-05,-0.564330612,0.047,0.069,1,,0
2610204G07Rik,9.35E-05,0.8980136,0.08,0.058,1,,-0.384609451
Zfp82,9.39E-05,-0.324393899,0.111,0.142,1,,0
Glb1l,9.53E-05,0.499622571,0.145,0.116,1,,0
Gm12925,9.59E-05,0.434937465,0.121,0.094,1,,0
Gm12743,9.59E-05,0.37862371,0.231,0.2,1,,0
Clptm1l,9.69E-05,-0.487575279,0.109,0.139,1,,0
Gm42917,9.71E-05,0.389126976,0.328,0.301,1,,0
Kcnf1,9.74E-05,-0.353590584,0.063,0.088,1,,0
Gm13389,9.76E-05,0.896364612,0.055,0.037,1,,0
Atxn7l2,9.87E-05,-0.3769922,0.093,0.121,1,,0.928132764
Zfp867,9.91E-05,0.48266104,0.128,0.101,1,,0
Lratd2,0.000100958,-0.447401642,0.053,0.075,1,,0
Zfp691,0.000101494,-0.412364536,0.049,0.071,1,,0
Nelfcd,0.000101884,-0.34655996,0.051,0.074,1,,0
Epb41l5,0.000102256,-0.454181535,0.062,0.086,1,,0
Kcnh4,0.000102556,-0.512121362,0.034,0.052,1,,0
Gm10097,0.000102941,0.627766202,0.097,0.074,1,,0
Ints14,0.00010326,0.41326368,0.251,0.221,1,,0
Ovgp1,0.000103809,0.544304898,0.134,0.107,1,,0
Gm15492,0.000105085,0.685500559,0.119,0.093,1,,0
4931423N10Rik,0.00010827,0.467821394,0.129,0.102,1,,0.394982371
Gm27008,0.000113031,0.464138826,0.154,0.126,1,,0
U2af1l4,0.000113929,-0.553909578,0.046,0.067,1,,0
1700052K11Rik,0.000114772,-0.426420827,0.038,0.057,1,,0
Xaf1,0.000116903,-0.558787783,0.058,0.08,1,,0
Macrod2os2,0.000117408,0.608639159,0.094,0.071,1,,0
Ube2t,0.000117528,-0.531790765,0.032,0.05,1,,0
Trmt112,0.000119556,-0.405153989,0.065,0.089,1,,1.394136736
F2rl2,0.00012377,0.611957478,0.1,0.076,1,,0.600778791
1600002D24Rik,0.000123833,-0.671518936,0.033,0.051,1,,-0.856683319
Gm47272,0.0001248,0.591519674,0.11,0.086,1,,0
3300002A11Rik,0.000131436,-0.725948836,0.035,0.054,1,,0.544438433
Jmjd8,0.000132459,-0.584810389,0.047,0.067,1,,0
Gm49519,0.000133238,-0.377975167,0.056,0.079,1,,0
Cenpx,0.00013482,-0.502538801,0.033,0.051,1,,0.506896111
Gm48281,0.000135559,0.607768686,0.134,0.108,1,,0
Mrpl16,0.000136757,0.508346176,0.182,0.153,1,,0
Gm41664,0.000137256,-1.024895041,0.04,0.06,1,,0
Med22,0.000137567,-0.364350771,0.049,0.071,1,,0
Gm16982,0.000141245,0.518398893,0.115,0.09,1,,0
Slc35a4,0.000142775,-0.41955679,0.048,0.069,1,,0
Zfp558,0.000145842,-0.494189719,0.054,0.076,1,,0
Gm16998,0.000146037,-0.52729733,0.033,0.051,1,,0
Gys2,0.000147601,-0.461408988,0.033,0.051,1,,0
Gm16958,0.00014812,0.684209327,0.086,0.064,1,,0
Gm15418,0.000150903,0.687796789,0.07,0.05,1,,0
Cd164l2,0.000155003,-0.553298869,0.053,0.074,1,,-0.908812766
Pappa,0.000155865,-0.9534031,0.036,0.054,1,,0
Gm36816,0.00015677,0.836647834,0.057,0.039,1,,0
Paip2b,0.000159527,-0.455361636,0.303,0.347,1,,0
Gm26542,0.000162592,0.42993493,0.3,0.273,1,,0
Pkd2,0.000162909,0.377487754,0.247,0.218,1,,0
Xk,0.000162923,-0.541518583,0.051,0.072,1,,0
Nhp2,0.000163063,-0.456403088,0.04,0.059,1,,0
Agl,0.000163721,-0.392769139,0.174,0.21,1,,0
Gm17133,0.000165649,0.742540879,0.065,0.046,1,,0
Flot1,0.000166085,0.398686213,0.252,0.225,1,,0
Gm16536,0.000166141,-0.469896143,0.037,0.055,1,,0
Sh3bp4,0.000167888,0.362351301,0.233,0.204,1,,0
Vmn2r56,0.000168948,0.652728543,0.091,0.068,1,,0
Gm26713,0.000178081,0.582002288,0.24,0.216,1,,0
Ptn,0.000178903,0.371593313,0.328,0.303,1,,0
Igflr1,0.000180574,-0.518541612,0.045,0.065,1,,0
C79798,0.000194382,0.624587537,0.117,0.093,1,,0
Mfsd4b4,0.000196862,-0.331758658,0.048,0.069,1,,0
Txndc5,0.000199814,-0.363211721,0.072,0.097,1,,0
Apoe,0.000201575,-0.33375711,0.074,0.099,1,,-0.338382823
Tspan9,0.000201845,0.475405072,0.195,0.167,1,,0
Mief2,0.000207134,-0.571488357,0.045,0.065,1,,0
Ciao2b,0.000208637,-0.476147309,0.043,0.062,1,,0
Dnm3os,0.000210126,0.632911028,0.074,0.054,1,,0
Urod,0.000225141,-0.379982615,0.047,0.067,1,,0
Hyls1,0.000228619,-0.459612894,0.07,0.094,1,,0
Lzts2,0.000229047,-0.337856528,0.061,0.083,1,,0
Gm40660,0.000232729,-0.460690692,0.038,0.056,1,,0
Mdp1,0.00023273,-0.342164714,0.071,0.096,1,,0
Capn5,0.000233133,-0.357567173,0.064,0.087,1,,0
Mcm4,0.000233438,-0.351510061,0.041,0.06,1,,0
Glra1,0.000235317,-0.440590927,0.045,0.065,1,,0
Gm29530,0.000236842,0.506278756,0.187,0.16,1,,0
Gm15690,0.000238201,-0.351675649,0.06,0.083,1,,0
Zmiz1os1,0.000238224,0.350101835,0.295,0.265,1,,0
Fcor,0.000239233,-0.34222035,0.037,0.055,1,,0
Ccdc34os,0.000241156,0.704299265,0.063,0.044,1,,0.580590186
Gm48770,0.000242095,0.708474635,0.07,0.05,1,,0
Elmsan1,0.000244705,0.409832689,0.228,0.199,1,,0.812222538
AV099323,0.000248177,-0.596769252,0.034,0.051,1,,0.448470507
Car12,0.000255029,0.509242339,0.191,0.163,1,,0
Mospd3,0.000260496,-0.414873543,0.048,0.068,1,,0
4933439C10Rik,0.000264463,-0.348933015,0.106,0.133,1,,-0.32447119
Rps27l,0.000273746,-0.380920283,0.041,0.059,1,,0
Zfp579,0.000277608,-0.522297408,0.034,0.051,1,,0
Rps19bp1,0.000283367,-0.497460389,0.048,0.068,1,,0
Ddx56,0.000283434,-0.320717708,0.067,0.09,1,,0.334788776
Gm15046,0.000287404,-0.389764537,0.057,0.079,1,,0
Elf1,0.000290401,-0.540604175,0.065,0.088,1,,0
Dnajc12,0.000293105,-0.323301703,0.091,0.118,1,,0
St8sia4,0.000293306,0.784346932,0.067,0.048,1,,0
Klf3,0.000293792,0.384466665,0.251,0.222,1,,0
Gm29642,0.000301364,-0.422594452,0.072,0.095,1,,0
Kmo,0.000305866,0.724231154,0.113,0.09,1,,0
Polr2d,0.000306135,-0.378219884,0.047,0.066,1,,0
Hrh3,0.000306392,0.359387183,0.279,0.251,1,,0
Sema3a,0.000307102,-0.442064174,0.047,0.067,1,,0
Gm47661,0.000316871,0.465676617,0.252,0.227,1,,0
Rell1,0.000326233,0.475382002,0.167,0.14,1,,0
4933431M02Rik,0.000330632,-0.332360954,0.051,0.071,1,,-0.512841182
Itga5,0.000332251,0.366004244,0.291,0.263,1,,0
Casp7,0.000340194,-0.459599778,0.035,0.052,1,,0.964767309
B230217J21Rik,0.000340382,0.482570082,0.199,0.173,1,,-0.440875401
E330013P04Rik,0.000347032,0.73577774,0.068,0.049,1,,0.684249395
Zfp715,0.000349925,-0.40993639,0.109,0.136,1,,0
Gm10371,0.000357811,0.641771996,0.062,0.044,1,,0
Grin2d,0.00036498,-0.398715954,0.045,0.064,1,,0
Gm12227,0.000369839,0.543328549,0.159,0.135,1,,0
Egfem1,0.00037497,-0.391101096,0.054,0.074,1,,-1.560865481
Gm47460,0.000375608,0.502095166,0.159,0.133,1,,0
Slc30a1,0.000380892,-0.44747786,0.037,0.055,1,,0
Bhlhb9,0.000381328,0.344079826,0.263,0.235,1,,0.83123311
1700064H15Rik,0.000387405,-0.426528225,0.044,0.063,1,,0
Gm48302,0.000388549,-0.425946456,0.048,0.067,1,,0
1700007J10Rik,0.000399828,0.638103483,0.097,0.075,1,,0
Scpep1os,0.000407434,0.596090862,0.147,0.123,1,,0
Pxdn,0.000407545,0.637196903,0.104,0.082,1,,0
Gpank1,0.000416961,-0.630936624,0.037,0.055,1,,0
Nme5,0.000417538,-0.594851941,0.094,0.12,1,,0
Lsm5,0.000419541,-0.373940981,0.05,0.07,1,,0
A930037H05Rik,0.00043361,1.137991456,0.079,0.059,1,,0.66918012
Kif11,0.000443094,-0.491766684,0.035,0.052,1,,0
Gm30504,0.000444316,-0.336731424,0.039,0.057,1,,0
Slc4a1ap,0.000450603,0.38532439,0.34,0.32,1,,0
Cpne6,0.000452246,0.373922447,0.277,0.252,1,,0.693749864
Rab31,0.000459352,-0.89528778,0.166,0.195,1,,0
Phf11c,0.000465889,-0.420065611,0.04,0.057,1,,0
Gm28307,0.000470787,0.535459176,0.192,0.166,1,,0
5730480H06Rik,0.000481657,0.352460227,0.281,0.254,1,,0
Eif6,0.000484985,-0.399257437,0.066,0.088,1,,0.401180655
Mir133a-1hg,0.000486186,0.353030747,0.355,0.335,1,,0
H1fx,0.000487105,-0.466724514,0.042,0.06,1,,0
Ankmy1,0.000498024,0.56014781,0.076,0.056,1,,-0.752019826
Gm42161,0.000501592,0.742068513,0.069,0.051,1,,0
Gm43948,0.000502711,0.743132435,0.09,0.07,1,,0
Gins1,0.000507711,-0.49956254,0.07,0.092,1,,0
Gng3,0.000519131,0.339437482,0.349,0.329,1,,0
Snhg17,0.000520496,-0.350192995,0.073,0.097,1,,0
Gm26673,0.0005245,0.52443133,0.207,0.184,1,,0
Gm36899,0.000539878,-0.333785203,0.067,0.089,1,,0
Gm17029,0.000539935,0.691973586,0.055,0.039,1,,0
Spag7,0.000541931,-0.353342147,0.048,0.067,1,,0
Gm15728,0.000543217,-0.433573071,0.054,0.074,1,,0
4933433G19Rik,0.000547627,0.41032797,0.24,0.213,1,,0
Fbxl14,0.000557307,-0.404044049,0.04,0.057,1,,0
Tmem134,0.000564023,-0.378682452,0.062,0.083,1,,0
Gm37571,0.00057632,0.572343562,0.129,0.106,1,,0
Naga,0.000584405,-0.613741457,0.047,0.065,1,,0
Btbd19,0.000593043,-0.542584141,0.035,0.052,1,,0
Trim24,0.0006259,0.342728652,0.328,0.309,1,,0
Spink8,0.0006333,0.532235964,0.05,0.035,1,,0
Ppie,0.000646104,-0.360365756,0.057,0.077,1,,0
Gm33758,0.00064755,0.709847538,0.119,0.096,1,,0
Lurap1,0.00065204,0.527077431,0.188,0.164,1,,0
Gmppb,0.000663925,-0.357461941,0.044,0.062,1,,0
Gm41764,0.000666709,0.336051982,0.44,0.431,1,,0
Stox1,0.00066723,-0.368723406,0.066,0.087,1,,0
Trim43c,0.000674581,0.567247002,0.132,0.109,1,,0
2310009A05Rik,0.000699879,-0.567254396,0.042,0.059,1,,0.998726812
Zmynd19,0.000702558,-0.429883596,0.047,0.065,1,,0
Tmem35b,0.000704083,-0.475128463,0.051,0.07,1,,0
Gm17168,0.000716357,0.676045378,0.076,0.057,1,,0
Gba,0.000717881,-0.330730038,0.078,0.101,1,,0
Itga2,0.000737341,0.487327605,0.121,0.098,1,,0
A830009L08Rik,0.000737795,-0.361616929,0.063,0.084,1,,0
Gm45645,0.000738568,0.410415863,0.276,0.252,1,,0
Cx3cr1,0.000746387,0.329362664,0.159,0.134,1,,0
1700048O20Rik,0.000753659,-0.59519072,0.036,0.052,1,,-0.615181736
Dhx38,0.000767651,-0.329305444,0.058,0.079,1,,0.380450902
Tmem106a,0.000772029,-0.343501614,0.066,0.088,1,,0
Kcnc2,0.000797883,-0.770495637,0.055,0.074,1,,0
Trpv6,0.000808669,0.573481892,0.077,0.059,1,,0
Dlec1,0.000809206,-0.324918461,0.064,0.085,1,,0
Psmg4,0.000832632,-0.456959382,0.048,0.066,1,,0
Nfkbil1,0.000832952,-0.399730184,0.068,0.09,1,,0
Rptoros,0.000847484,0.709898846,0.082,0.063,1,,0
Ankrd37,0.00085173,-0.350677759,0.04,0.056,1,,0.597274528
Rbms2,0.000852914,0.524521724,0.134,0.111,1,,0.786619001
Timm10,0.000918555,-0.32567926,0.063,0.084,1,,0
Rad1,0.000920505,-0.323898365,0.037,0.053,1,,0
Kbtbd4,0.000926463,-0.393513737,0.065,0.086,1,,0
Pkd1l2,0.000927155,-0.575971009,0.035,0.05,1,,0
Gm47815,0.000945997,0.449167161,0.112,0.09,1,,0
Parp10,0.000947942,-0.379151485,0.043,0.06,1,,0
Fkbpl,0.000952611,-0.347674685,0.053,0.071,1,,0
Nexn,0.000952753,0.481446853,0.163,0.139,1,,0
Gm10570,0.000958253,-0.410435474,0.05,0.068,1,,0
Mfsd10,0.001002243,-0.348804557,0.066,0.087,1,,0
Gm43660,0.00101107,0.378309344,0.217,0.19,1,,0
Plk3,0.001021568,-0.53556912,0.049,0.067,1,,0
Gm36287,0.001029972,-0.472832286,0.037,0.053,1,,0
4632428C04Rik,0.001057392,-0.565907921,0.035,0.051,1,,-0.320796496
Natd1,0.001100882,-0.320201492,0.104,0.13,1,,0
Plce1,0.001108968,0.768957967,0.052,0.037,1,,0
Gm50401,0.001123638,0.771757056,0.066,0.049,1,,0
2310008N11Rik,0.001124292,-0.322970862,0.038,0.055,1,,-0.34089377
A530046M15Rik,0.001135596,0.675202173,0.101,0.081,1,,0.92309258
A330076C08Rik,0.001145153,-0.368552629,0.054,0.072,1,,0
Gm50368,0.001167909,0.573321027,0.14,0.118,1,,0
Olfm3,0.001167966,0.446858214,0.291,0.274,1,,0
Rcvrn,0.001170558,-0.347760662,0.042,0.059,1,,0
Gm3235,0.001177839,0.453670087,0.194,0.171,1,,0
Il4,0.00118694,0.501894795,0.21,0.188,1,,0
Dcbld1,0.001202073,0.32927074,0.219,0.193,1,,0
Zik1,0.001208821,-0.396199755,0.052,0.07,1,,0
Sars2,0.001209762,-0.321454676,0.069,0.089,1,,0
2010009K17Rik,0.001210007,0.603970513,0.103,0.083,1,,0
Gm15337,0.001254157,0.74837507,0.079,0.062,1,,0
Gm36146,0.001264705,0.64030515,0.092,0.073,1,,0
A830082K12Rik,0.001281997,0.380902366,0.268,0.245,1,,0.393272576
Slc12a3,0.001334654,-0.388462034,0.037,0.053,1,,0
Cd63,0.001339766,-0.333398383,0.037,0.052,1,,1.105215533
Tor3a,0.001363429,0.459100837,0.156,0.133,1,,0
Gm30906,0.001368875,0.664334016,0.085,0.066,1,,0
Klhl33,0.001373739,-0.375295099,0.039,0.055,1,,0
B4galnt3,0.001397157,-0.495503462,0.04,0.056,1,,0
6030498E09Rik,0.001424203,-0.360330463,0.042,0.058,1,,-0.626183237
Gm31227,0.001444183,-0.350731208,0.05,0.067,1,,0
Pstpip2,0.001460943,-0.321963416,0.117,0.143,1,,0
Gm15494,0.001462181,0.551876304,0.106,0.086,1,,0
Psph,0.001469158,0.39359049,0.197,0.174,1,,0
1700019A02Rik,0.001471144,-0.383147497,0.081,0.103,1,,0
Svopl,0.001482867,-1.122878921,0.036,0.051,1,,0
Gm35725,0.001496642,0.692379916,0.068,0.051,1,,0
Fut2,0.001508645,0.621877422,0.05,0.036,1,,0
Mogs,0.001514118,-0.593653853,0.06,0.078,1,,0
Kcns2,0.001518113,-0.636515195,0.035,0.05,1,,0
Dennd3,0.001525042,0.376154611,0.103,0.083,1,,0
Fdx1,0.001587528,-0.387154936,0.084,0.106,1,,0
G6pc3,0.001589017,-0.441222082,0.039,0.054,1,,0
Car5b,0.001633985,0.438340637,0.058,0.043,1,,0.532924749
Gm17130,0.001642392,0.555601485,0.136,0.116,1,,0
Epb41l2,0.001647477,-0.674287299,0.048,0.065,1,,0
Cdk2ap2,0.001650716,-0.331232439,0.047,0.064,1,,0
Smarcd2,0.001655175,0.49608354,0.168,0.145,1,,0
Gm28370,0.001667309,0.332485434,0.258,0.235,1,,0
Gm30093,0.001697144,0.660190178,0.084,0.066,1,,0
Ripply2,0.001708351,-0.325119431,0.046,0.063,1,,0
Gm48027,0.001737619,0.334309746,0.16,0.137,1,,0
Gm28529,0.00176035,0.656535249,0.068,0.052,1,,0
5430403G16Rik,0.001763864,-0.408023448,0.067,0.087,1,,0.519755997
Zfp937,0.00179551,-0.341176436,0.045,0.062,1,,0
Panx1,0.001802274,0.494629319,0.09,0.071,1,,1.301939091
Retsat,0.001841607,0.730348371,0.081,0.063,1,,0
Ddn,0.001852789,-0.361470305,0.08,0.102,1,,0
Gm33508,0.001872758,-0.390437821,0.068,0.088,1,,0
Gm48604,0.001894848,-0.366917549,0.035,0.05,1,,0
Lrrc39,0.00189531,0.331082457,0.196,0.173,1,,0
Gm16093,0.001917285,0.356754398,0.254,0.231,1,,0
Acad8,0.001945182,0.361861204,0.227,0.204,1,,0
